"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" -0.0619502392015734 0.04884575549443 -0.0165562359874525 0.0955566900906861 0.0130061342915937 -0.00297321016183875 0.0027636604049388 0.00226463211028042 -0.00541482579140602 0.00389763468954636
"2" -0.0474735027912171 -0.0861317801658742 0.103727929292913 0.0266465089401784 1.55983344959779e-05 0.0189123551878027 -0.059828276494481 0.0938338569038128 -0.0391085144453272 -0.0197956668000921
"3" -0.0500771519967527 -0.0758167170649421 -0.0686454559399953 -0.0153206873409612 0.0445144655725943 -0.0233343649241973 -0.194976652988744 -0.196821989590563 -0.0833765414745888 -0.0966993138811383
"4" -0.0585596372270062 -0.00157163209893579 -0.024521120445481 -0.00503090852401455 -0.32475499959308 0.0138057961881164 -0.0284941135496622 -0.0173163136463276 -0.0291121492223394 0.049519705097942
"5" -0.0506868311858225 -0.0722990617568342 -0.0674525739322202 -0.0142528828640026 0.0459174967381213 -0.0307117793976448 -0.215763768505122 -0.210701630699458 -0.0815776229295296 -0.102934066535596
"6" -0.0629702703109341 0.0313678708443743 0.0128206662497997 -0.0722925107625602 -0.00364874564740182 0.0292987815799975 -0.0117024116695249 -0.00858640466599435 0.0452988706213993 -0.0212534033717729
"7" -0.0625056070978077 0.0406893438571916 -0.0139691515529465 0.060738827529093 -0.0190991729137044 -0.00230862267060943 -0.00563794556406745 0.00202436796831416 0.0306675088401292 -0.0541470159151944
"8" -0.06125460077306 0.0501771583886345 -0.0145021284480158 0.0995151324043933 0.0198235568983849 0.00470509734999242 -0.00433631569772489 0.000754783433063094 -0.0369172868833963 0.0522296085211061
"9" -0.0483207045554587 -0.0768022939430214 -0.10559946153382 -0.0122581703210329 0.00994459142412643 0.0138326287792551 0.0146068572505946 0.0175975247622517 0.00803363117909525 -0.0368526808917682
"10" -0.0627123756514335 0.0321798866201282 0.0128650951246581 -0.0762490899085438 0.00859912226708231 -0.0883945800233723 -0.0219030243647707 0.0280768730978962 0.0510717422480837 -0.0571001827066563
"11" -0.057771163174952 -0.00535531487813125 -0.0326186189200644 -0.00333479351449822 -0.33197218147618 0.0190613157419685 -0.030137113022224 -0.021611515972278 -0.0414121329993076 0.0437483780538482
"12" -0.0475878579420876 -0.076994306244978 -0.093955666158777 -0.00589044252467593 0.00128394475919976 0.0115300754991094 0.140777296761475 0.156119689604181 0.0661269348179601 0.0521387469472577
"13" -0.0634406578282787 0.0332579496460946 0.0143215322672815 -0.0803914597937987 0.00479584087544645 -0.0973369287786766 -0.0121228063758766 0.0355402483105492 0.0103861856441693 -0.0228998948370013
"14" -0.0631902343109793 0.0339524081638502 0.0167208446401805 -0.0853043001517361 0.0226906533124334 0.0496598038127024 0.00747663603667897 -0.0157077076254185 -0.010844354658405 0.00767632229054396
"15" -0.0634321340421691 0.0368100568688611 0.0184895505453932 -0.0946475263511698 0.0193376367922031 0.131956209765958 0.00554180359481374 -0.0319233264455684 -0.0445831344203771 0.0610264823394086
"16" -0.0633707419752087 0.0351884532277075 0.0200707496758693 -0.0938022272576485 0.0164567864657187 0.115613657915017 0.00708887279210303 -0.0349705688209104 -0.0415267015601868 0.0489103536281866
"17" -0.0634062237717594 0.0368294559723863 0.0185040359344801 -0.0948047948381822 0.0195384297419647 0.131836086263913 0.00608786556635204 -0.0321520243874145 -0.0440205050407585 0.0613655278501515
"18" -0.0629168260270116 0.0337295338950465 0.0157755349279848 -0.0901314922099337 0.0314016603331786 0.0526872960369977 0.000505122163464562 0.0165552495387372 0.0431686612500687 -0.0279109565847917
"19" -0.0478215564804166 -0.0809714033467712 -0.110970026793932 -0.0134006753348503 0.0221195042301089 0.00247735352572784 -0.0573364374072755 -0.0203391703857996 -0.0290535491697324 -0.00274636763847863
"20" -0.0472003212619394 -0.0837196930432249 -0.0436006435787999 0.000645083473489684 0.0251570403201689 -0.00342015566312936 -2.70079340862256e-05 -0.0376896811894767 0.00758813579323913 -0.00808881249802216
"21" -0.0620941836208527 0.032986543074044 0.00200742397853108 -0.00919918467957867 -0.0266345398816973 -0.0293795793040918 -0.0260132117392379 0.00221980805761914 0.0537364192625079 -0.0830393114294012
"22" -0.0605877429094782 0.0195025303500592 -0.0217904888394144 0.0216237988292486 -0.0707694179395301 -0.0222443936840254 -0.00484036146466433 0.0115235669831432 0.0048251776277326 -0.0712646868380977
"23" -0.0484766473681567 -0.0799568544689595 0.100010435300453 0.0231157174321247 0.00420531624283743 0.0162574437636519 -0.066283036217915 0.0658993849711622 0.00515355278896989 0.032925325902412
"24" -0.0484373402999265 -0.0826926224275601 -0.0927460638275843 -0.0107561693069087 0.0328229225160723 -0.0118830177135789 -0.107093567387524 -0.0848594894245654 -0.0290277035953369 -0.023278798359524
"25" -0.0587091339778341 0.0028134933981769 -0.0247160002811119 -0.00436457191402229 -0.319736379438428 0.0152629555562899 -0.0393289957458888 -0.0117281079718133 -0.0278727627637203 0.0298694359048233
"26" -0.0632959768526821 0.0361382847106785 0.0184376803254413 -0.0922204154011082 0.0234255259080818 0.0577792915274015 -0.00452573573341809 0.00421544749783865 0.020585607924708 -0.0208058970727491
"27" -0.0473703717671823 -0.0832068243928895 -0.113219847352454 -0.0100835544814157 0.0219388876115361 0.0056828291747511 0.0259850515537215 0.0628121911924247 0.0466443274577568 0.0774693719366591
"28" -0.0618644293702122 0.0486752255877786 -0.0147394337804605 0.0951285336015045 0.0236189268520508 0.00340420228900927 -0.000381353880493765 -0.00214754139426269 -0.0381389070286002 0.0521060971772578
"29" -0.0579473879007192 -0.00517979256389626 -0.0322028900140078 -0.00315572403896587 -0.329165213678997 0.0199632325370197 -0.0305168422510816 -0.0211082733893399 -0.0410362051616966 0.0436632991806631
"30" -0.0621340653135189 0.0306100260220687 -0.0123014601956092 0.0377678927515952 -0.0905354908881106 -0.000508621156485448 -0.00443667196800981 0.00158064534673434 0.0215151641754067 -0.0368341856594636
"31" -0.0615655251719105 0.0502587488457438 -0.0142270957894094 0.0946089111918671 0.0240224297909698 0.00707772614329133 -0.00273707529986989 -0.000819612224148114 -0.027251483847397 0.0402033449341638
"32" -0.0478243307011019 -0.0852491314782239 0.103452846876359 0.0287622415182848 0.00221186575846927 0.019680597782628 -0.106100631382196 0.119600000023424 -0.0341130915953418 0.0229541754483974
"33" -0.0480116471683817 -0.079836157532735 -0.0966920380679009 -0.00486235134478513 0.0121706507734402 0.0101918635674195 0.00599370024020357 0.0210283751522941 -0.0115726380605991 -0.0199296502252266
"34" -0.0623177399284834 0.0329694981172991 0.0115321356994159 -0.0561581731300038 -0.0182986265163897 -0.00326967051277831 -0.0263892798540518 0.0250142634548231 0.0702640758797998 -0.0542995753763993
"35" -0.0620627074179632 0.0392789473788424 0.00217730722657093 0.0183047378229318 0.00481987385732104 0.00349561876332724 -0.0242101841611951 0.0173469754575678 0.0549291205049265 -0.0018368652552768
"36" -0.0474004814462718 -0.0838779777809569 0.100285043188629 0.0283413044566618 -0.00229153488265628 0.00186017963517676 -0.0116411554571428 0.0112303353964713 0.00150794478038147 0.00790550542676921
"37" -0.0634138290731892 0.0368963621137588 0.0184750798557939 -0.0949605800673544 0.0191445804356975 0.131271174900402 0.00552610202312585 -0.0321973777062315 -0.0442303964441084 0.0610361324813823
"38" -0.0543571231474583 -0.0346879469409024 0.0713189714226668 -0.0168408055751721 0.0102554575317473 -0.0230284986509615 -0.0600700319905323 0.0834393567315538 0.01543873092421 -0.00505169483642561
"39" -0.0631970305421702 0.0353300788828292 0.0186535308920788 -0.0915071912199795 0.0196453347430376 0.0670300078087407 -0.0013036394892112 0.00381158953631835 0.0044262634598426 -0.00609135083860496
"40" -0.0631445612901504 0.0338010013703361 0.018227317164009 -0.0909963230996427 0.023373479244154 0.0464567106845035 -0.00965101105584991 0.000170438803767742 0.00833066074866396 -0.0263527010199258
"41" -0.0462661314492399 -0.0811326377111304 0.0826176835440942 0.0242531035772916 -0.00964259568524092 -0.0239703368852713 0.0780030205680052 -0.140769819381344 0.135159340035657 0.103736495833681
"42" -0.0485006104399861 -0.0768105626898955 0.089326313022958 0.0246455382540386 0.00362288080398595 -0.0160526722450774 0.0389834476290805 -0.102076408295888 0.100781973050349 0.0952387318068314
"43" -0.0629327464687122 0.0340748544986362 0.0158196490696689 -0.0908014721255547 0.0309095186832519 0.053118468967571 -0.000691034326106599 0.0134642246436781 0.0422537722190841 -0.0281633799878881
"44" -0.0471792816140068 -0.079102049795705 0.0899180382632574 0.0221142715013915 0.00405008820072788 -0.0271343757003108 0.0430279226910185 -0.125611630467538 0.112061373294304 0.103619452069401
"45" -0.0486085248780172 -0.0788122941714923 -0.107651881778385 -0.0112824462425417 0.0156720249645549 0.00867724266797718 -0.0217610765114913 -0.000784097874294158 -0.0192869917823075 -0.0122746236942621
"46" -0.0620274745697413 0.0473240192110678 -0.00902965867490223 0.0648142201270031 0.0406640341660928 0.0430327775701462 0.0077213579643109 -0.0144048057000565 -0.0687378261876616 0.0936255383893207
"47" -0.055631861808434 -0.0201445689152645 0.0118143755834422 -0.0264495990251993 -0.08868705316746 0.00146264023101361 0.10316303721603 -0.0385290831267785 -0.0890199240734369 -0.0266521772014192
"48" -0.0484695198685486 -0.0803572283920427 -0.108257710365661 -0.0148872022231907 0.027191886742897 -0.00793003253819151 -0.0696230072954762 -0.0389745887820673 -0.0140257715352233 0.0131645640170624
"49" -0.0619416234867964 0.0497115817505443 -0.0136886300437603 0.0922044948814408 0.0204587938195099 0.000989035662551885 -0.00455144502177683 0.00109466371011755 -0.024096450103292 0.032486584692441
"50" -0.0626139407908987 0.032378933972226 0.0113462677403814 -0.0640509807965669 -0.0138042380688014 -0.0196658135715476 -0.0215265292698138 0.0147423456263596 0.115814562941228 -0.0731344065945895
"51" -0.0472085140361678 -0.0804182027477247 -0.0912116801236151 -0.0089798222626602 0.00715209328238315 -0.000175157084924555 0.0554549990738112 0.0823750484413912 0.0475040764488486 0.0427589817029399
"52" -0.062166484817561 0.0320987398174435 0.00185869851966826 -0.0108951721772404 -0.0278774455395349 -0.0313400259949873 -0.0267970610272767 0.00160891717335872 0.04074102364753 -0.0765101776783222
"53" -0.0505659535753873 -0.0730761253517102 -0.0678107833299623 -0.014491382554352 0.0388397866071202 -0.0360761517418425 -0.199100288180945 -0.199411242011061 -0.0827387787882676 -0.103962369094477
"54" -0.0629755697810568 0.0334757590317575 0.0124225436355583 -0.0781436476928338 0.0161983856668013 -0.0653793407665469 -0.0205752218414886 0.0369733766039382 0.0369668778329484 -0.0480403469061681
"55" -0.0634859842335646 0.0353650740622717 0.0177823605081812 -0.0899648167011001 0.0126559071938245 0.104421076703509 0.00692553246690574 -0.0225471888900014 -0.0290200854752025 0.0393484327430104
"56" -0.0586477585392585 0.00162681362782103 -0.024994022130588 -0.00527877188629029 -0.318445194003997 0.0146621325203874 -0.037193556045608 -0.0119561870529642 -0.0313677816888491 0.0384702648348668
"57" -0.0614087116880802 0.0505020521605093 -0.01380559032347 0.101597684132884 0.0223545947555796 0.00269762707699857 -0.00554333089086265 0.000624820366755044 -0.0417043220796151 0.0531370898640219
"58" -0.0628642021894423 0.0344253005585892 0.00443606702276808 -0.0314174120202283 -0.00970913725160299 -0.0324837960021298 -0.0268266398860102 0.0150366410221714 0.0644288560275689 -0.0784643801358813
"59" -0.0479000143324626 -0.0791384434121268 0.0879586439982529 0.02287115582094 5.56179553191242e-05 0.00783510514229576 0.000225724294065105 -0.00108069820344895 0.0245987287769088 0.0173619272323638
"60" -0.0606220773501149 0.0272552128842902 0.013161472633707 -0.0582164280046277 0.000954919692569708 -0.153754905476417 0.0359315598735497 0.00549975532074682 -0.0750301168128171 0.0490322026726816
"61" -0.0633967105464254 0.0346524150763535 0.0149721657644397 -0.0856895474280031 0.0150040319260082 0.0839600326963942 -0.00299520519634558 -0.000405939760498315 0.00763212640928442 -0.0167778685115598
"62" -0.0626466434078724 0.0431742258013531 0.00331909334619078 0.000545664145699811 0.0354584470124783 0.0551793224720796 -0.00253861105421193 -0.0120899165069831 -0.0603667142358493 0.0766096978089395
"63" -0.0617375279102541 0.0302005555122772 0.0189260235348708 -0.0735323075658365 0.0192223905153599 -0.195008736914037 0.0120019251445116 0.0152681927612662 -0.07369209317382 0.0497256036824038
"64" -0.0607020098803367 0.043917912977729 -0.00549107956356559 0.089893987208152 0.0183897879783233 -0.0146939440764239 0.0109392313903071 -0.0142410279672725 -0.0470779784217853 0.0632600199316808
"65" -0.050937990406267 -0.073450329559577 -0.0681642534932721 -0.0146327179551507 0.0395862910815989 -0.0212530616599866 -0.19341552666384 -0.192491957422552 -0.0912638252875107 -0.0939474796993766
"66" -0.046793066609674 -0.0750797355860197 0.0771328533366284 0.0233429966950114 0.0251320786657267 -0.0511011016196828 0.0705079152857328 -0.108249313342939 0.137554152937564 0.0737376060282762
"67" -0.0632657586377156 0.0361571514121684 0.0186547018348336 -0.0926932809818952 0.0238399142707139 0.0576135249217501 -0.00458821990902368 0.00438348484910462 0.0213573248069517 -0.0211078748472757
"68" -0.0625287394511373 0.0351000964120179 0.0108097189248323 -0.075185770608447 -0.00562278975184096 0.0313245556836198 -0.0170076916396577 0.0103304218617168 0.110740223697052 -0.0955217028079443
"69" -0.0470420441606519 -0.084135810423725 0.0416193089162826 0.0137854332593176 -0.00193712163355755 -0.00460366328104067 0.151847606575113 -0.0805749125404029 -0.0577778315830003 -0.0790463304017466
"70" -0.0465383235686901 -0.0831602444045138 0.0655236656069874 0.0219419119580524 -0.0116308341436827 0.000482992649985709 0.134676855824718 -0.0719647187317251 -0.0157746566634452 -0.0285012553507041
"71" -0.0627482618225752 0.0319802361117032 0.0128645021593412 -0.0759307182945183 0.00869031568546855 -0.0872872476190148 -0.022083552179782 0.0277148842930434 0.0522112251976486 -0.0570784116765222
"72" -0.0622099642061114 0.0468894605624729 -0.013837063968205 0.08872608608243 0.00569669012682143 -0.000653973735339065 -0.00119342972431119 0.00276656919377493 0.0164218168984268 -0.0300851908112858
"73" -0.0624915765680165 0.0405670961538841 0.0101241576879849 -0.0221705198454581 0.0387953933435761 0.0343760985578877 -0.00910761252210155 -0.00268517251125138 -0.0502310546827921 0.0662652151513078
"74" -0.0620502550383213 0.0390864329094033 -0.0157442850097189 0.062096342745266 -0.0342208584098346 -0.00984586778809167 -0.00581886403520377 0.00571468807249662 0.0385898943454704 -0.06872971663701
"75" -0.0632859894134842 0.0344173168674993 0.0177841388203621 -0.0842371566775369 0.0120162979679206 0.0685115802709642 0.0129804966121277 -0.0039372220602264 -0.01546104747756 0.00502168929182093
"76" -0.0475702518212336 -0.0857778513398787 0.102686286418929 0.0266748890365024 0.00265181690373512 0.0135243255229891 -0.0598480702054294 0.0615002751093448 -0.0343828952554307 -0.0168151944508597
"77" -0.062368058556869 0.0469215068723204 -0.0168669828972013 0.087779501906446 0.0081150892096623 -0.01180990352608 0.000172005536778467 0.00488208564538012 0.00960624751898027 -0.0297553220263133
"78" -0.0631795553723103 0.0330697254421582 0.0181917717611507 -0.0897524786774774 0.0220002202499226 0.0454241947397768 -0.00645040158598865 0.00919469986075206 0.0225884224201774 -0.0260372285513185
"79" -0.0630173820114268 0.0432330939904347 -0.0063940983133247 0.0464402265007622 0.0268573109816741 0.0380547673997515 0.00554643259910657 -0.0145782903089173 -0.0461975463388772 0.0686414009165339
"80" -0.0605707349506566 0.0218497322055499 0.0156949614250971 -0.0450103316652951 -0.0272876472998453 -0.0816301091339887 0.0113887110551909 -0.0230145620315259 0.0337902765608077 -0.0339287006513409
"81" -0.0477131308891569 -0.0858253734295631 0.104597520377363 0.0291350086902498 0.00331554252798438 0.0195197949981712 -0.10748870150046 0.121005046351784 -0.0354493955951376 0.0239316026973821
"82" -0.0472502098296505 -0.0871092486882975 0.0991091893943822 0.0293967445721965 -0.00212394468705949 0.0196327305872992 -0.0444974774341597 0.0755805284364054 -0.0371454080801345 -0.00747321009470009
"83" -0.047668419308845 -0.0858764333941476 0.103738040111125 0.029203604220492 0.00362156121638183 0.0194413385804576 -0.106386245234467 0.11965093656887 -0.0337106132562564 0.0221266197499903
"84" -0.0477096137618534 -0.0860774719066296 0.104273671678589 0.0290102016747863 0.00327904499929452 0.0193637864695099 -0.106577465374313 0.120721997899562 -0.0350862324833371 0.0217156522568195
"85" -0.0480304203660817 -0.0794967586065819 -0.0995966423588214 -0.00685153027930328 0.00927327227767656 0.0258358715006356 0.00944158805054075 0.00994633627905666 -0.018970359431981 -0.0297334168454311
"86" -0.0467915819956963 -0.0776311711621448 0.080894656657544 0.0170346432990198 0.00698940016780252 -0.0441051375133463 0.0860745075080091 -0.182892848356611 0.147728231273818 0.0949455593811681
"87" -0.0626979601221627 0.0463778175992414 -0.00588619164898888 0.0428770080766371 0.0218683293591406 0.0363540504470558 -0.00056903109794273 -0.00909146236073232 -0.00967734610645361 0.011579323222835
"88" -0.0474524050382916 -0.0857835225537894 0.0985226287477141 0.0256730127469236 0.00997087291596584 0.0133679538156369 -0.0707943791761117 0.104842466928286 -0.0507853632725271 -0.0451207997983828
"89" -0.061780906729862 0.0262404967025772 0.0181028528975856 -0.069491276350399 0.0192639523622877 -0.167494214172767 0.0177474485655383 0.0237553528390973 -0.0677825155718079 0.044036821824338
"90" -0.0629531122963441 0.0367361731374613 0.0114353973884642 -0.046057521051882 0.0219290082814641 -0.0768336722910148 0.000545988876664779 0.0191893823882109 -0.065299225294641 0.0517684686039113
"91" -0.0473801815585556 -0.079343573735192 0.0758465282785571 0.0190054125165523 -0.00419770069085879 -0.026963591927024 0.0567655100896509 -0.118686273496472 0.0969663751381265 0.0349726749158858
"92" -0.0488837297414586 -0.0724724685686838 0.0731798194491795 0.0208608015435957 0.00286948585653859 -0.0117041225848129 0.0307193406313163 -0.101500577583466 0.0689887268295997 0.0339511873878617
"93" -0.0630121688610908 0.0337296940035283 0.0124238120737819 -0.0701482058414655 0.0171046504817727 -0.110704663650606 6.4145346112873e-06 0.0231543614957859 -0.0184427867975485 -0.00420688153691728
"94" -0.0632466851947481 0.0326439936478244 0.0166759574670552 -0.0746836171597927 0.00953133554396618 -0.111814393286667 -0.00403921058410787 0.0333663034479231 -0.0147245728476384 -0.0184189226677932
"95" -0.0622642975766659 0.0352378381347014 0.0132233505158834 -0.0588895256485983 0.022766525351495 -0.169328677151862 0.0218838794069583 0.0136880613720543 -0.0846637835102824 0.0713360848259066
"96" -0.0486887984944784 -0.0795162314866358 -0.106717473299208 -0.0119414683383538 0.0216674675402251 -0.00144292023218791 -0.0403955905564969 -0.0375669000292451 -0.0293006372233532 -0.0209440246343372
"97" -0.0492814913481194 -0.0793215028920625 -0.104575801626618 -0.0131977588896635 0.0243673945528291 -0.00530502233074069 -0.0671359607727288 -0.0485230084093329 -0.0213540849164643 -0.00498754864245891
"98" -0.0625877194796458 0.045109511761276 -0.0117698906949904 0.0677931185623289 -0.000404638081744165 -0.0131463153728604 -0.00343428661269977 0.013198005173811 0.0513621689912165 -0.0908452798607906
"99" -0.0620469169885025 0.0448172766023174 -0.0129514110052565 0.0757029328166011 0.000932298162369503 0.00606667992547668 -0.00474049618632418 -0.00128011258606004 0.00292178047307572 -0.019486425912093
"100" -0.0477182899633023 -0.0833304691189941 0.107679880665206 0.0244551696329463 4.35007795676353e-05 0.00965453200465576 -0.0421665140571988 0.0352745070460573 0.0159785831622129 0.0173660298944106
